,id,instruction,response,test_list,instruction_en
217,218,"প্রদত্ত টিপলটির কোন শূন্য মান আছে কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন।
Exammple:
check_none(tup)","def check_none(tup):
    return any((elem is None for elem in tup))
","""['assert check_none((10, 4, 5, 6, None)) == True', 'assert check_none((7, 8, 9, 11, 14)) == False', 'assert check_none((1, 2, 3, 4, None)) == True']""","Write a function to check if the given tuple has any None values.
Example:
def check_none(tup: tuple) -> bool:
"
218,219,"একটি নির্দিষ্ট পরিসরের মধ্যে সংখ্যা খুঁজে বের করার জন্য একটি ফাংশন লিখুন যেখানে প্রতিটি সংখ্যা তার মধ্যে থাকা প্রতিটি অঙ্কের দ্বারা বিভাজ্য।
Exammple:
divisible_by_digits(n, n2)","def divisible_by_digits(n, n2):
    result = []
    for num in range(n, n2 + 1):
        digits = [int(c) for c in str(num)]
        if 0 in digits:
            continue
        valid = True
        for d in digits:
            if num % d != 0:
                valid = False
                break
        if valid:
            result.append(num)
    return result
","""['assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]', 'assert divisible_by_digits(1,15)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15]', 'assert divisible_by_digits(20,25)==[22, 24]']""","Write a function to find numbers within a specified range where each number is divisible by every digit it contains.

Example:
divisible_by_digits(start: int, end: int)
"
219,220,"একটি সেক্টরের এলাকা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
sector_area(n, n2)","def sector_area(n, n2):
    if n2 <= 0 or n2 >= 360:
        return None
    return n2 / 360 * (22 / 7) * n ** 2
","""['assert sector_area(4,45)==6.285714285714286', 'assert sector_area(9,45)==31.82142857142857', 'assert sector_area(9,360)==None']""","Write a function to find the area of a sector.

Example:
```python
def sector_area(radius, angle):
  # Function implementation goes here
  pass
```
"
220,221,"একটি ফাংশন লিখুন যা প্রদত্ত তিনটি স্ট্রিং ক্রমের জন্য দীর্ঘতম সাধারণ উপসারণ খুঁজে বের করে।
Exammple:
lcs_of_three(s, s2, s3, n, n2, n3)","def lcs_of_three(s, s2, s3, n, n2, n3):
    dp = [[[0] * (n3 + 1) for _ in range(n2 + 1)] for __ in range(n + 1)]
    for i in range(1, n + 1):
        for j in range(1, n2 + 1):
            for k in range(1, n3 + 1):
                if s[i - 1] == s2[j - 1] == s3[k - 1]:
                    dp[i][j][k] = dp[i - 1][j - 1][k - 1] + 1
                else:
                    dp[i][j][k] = max(dp[i - 1][j][k], dp[i][j - 1][k], dp[i][j][k - 1])
    return dp[n][n2][n3]
","""[\""assert lcs_of_three('AGGT12', '12TXAYB', '12XBA', 6, 7, 5) == 2\"", \""assert lcs_of_three('Reels', 'Reelsfor', 'ReelsforReels', 5, 8, 13) == 5 \"", \""assert lcs_of_three('abcd1e2', 'bc12ea', 'bd1ea', 7, 6, 5) == 3\""]""","Write a function to find the longest common subsequence for three given strings.

Example:
def lcs_of_three(s: str, s2: str, s3: str, n: int, n2: int, n3: int) -> str:
"
221,222,"একটি প্রদত্ত স্ট্রিং-এ বড় অক্ষর দিয়ে শুরু হওয়া শব্দের মধ্যে স্পেস রাখার জন্য একটি ফাংশন লিখুন।
Exammple:
capital_words_spaces(s)","import re

def capital_words_spaces(s):
    return re.sub('([a-z])([A-Z])', '\\1 \\2', s)
","""['assert capital_words_spaces(\""Python\"") == \\'Python\\'', 'assert capital_words_spaces(\""PythonProgrammingExamples\"") == \\'Python Programming Examples\\'', 'assert capital_words_spaces(\""GetReadyToBeCodingFreak\"") == \\'Get Ready To Be Coding Freak\\'']""","Write a function to insert spaces between words that start with capital letters in a given string.

Example:
capital_words_spaces(s: str) -> str:
"
222,223,"একটি ফাংশন লিখুন যা সংখ্যার একটি প্রদত্ত স্ট্রিংকে সংখ্যাসূচকভাবে সাজায়।
Exammple:
sort_numeric_strings(lst)","def sort_numeric_strings(lst):
    return sorted((int(x) for x in lst))
","""[\""assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]\"", \""assert sort_numeric_strings(['2','3','8','4','7','9','8','2','6','5','1','6','1','2','3','4','6','9','1','2'])==[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]\"", \""assert sort_numeric_strings(['1','3','5','7','1', '3','13', '15', '17','5', '7 ','9','1', '11'])==[1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]\""]""","Write a function that sorts a given list of strings numerically.

Example:

sort_numeric_strings(lst: list[str]) -> list[str]
"
223,224,"একটি ফাংশন লিখুন যাতে প্রদত্ত তালিকায় প্রদত্ত টিউপেল যোগ করা যায়।
Exammple:
add_tuple(lst, tup)","def add_tuple(lst, tup):
    return lst + list(tup)
","""['assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]', 'assert add_tuple([6, 7, 8], (10, 11)) == [6, 7, 8, 10, 11]', 'assert add_tuple([7, 8, 9], (11, 12)) == [7, 8, 9, 11, 12]']""","Write a function that adds a given tuple to a given list.

Example:

def add_tuple(lst: list, tup: tuple):
"
224,225,"প্রদত্ত অ্যারেটি min heap প্রতিনিধিত্ব করে কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন।
Exammple:
check_min_heap(lst, n)","def check_min_heap(lst, n):
    for i in range(len(lst) // 2):
        left = 2 * i + 1
        if left < len(lst) and lst[i] > lst[left]:
            return False
        right = 2 * i + 2
        if right < len(lst) and lst[i] > lst[right]:
            return False
    return True
","""['assert check_min_heap([1, 2, 3, 4, 5, 6], 0) == True', 'assert check_min_heap([2, 3, 4, 5, 10, 15], 0) == True', 'assert check_min_heap([2, 10, 4, 5, 3, 15], 0) == False']""","Write a function to check if the given array represents a min heap.

Example:
def check_min_heap(lst: list, n: int) -> bool:
"
225,226,"nth জ্যাকবস্টাল সংখ্যা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
jacobsthal_num(n)","def jacobsthal_num(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    a, b = (0, 1)
    for i in range(2, n + 1):
        c = b + 2 * a
        a, b = (b, c)
    return b
","""['assert jacobsthal_num(5) == 11', 'assert jacobsthal_num(2) == 1', 'assert jacobsthal_num(4) == 5']""","Write a function to find the nth Jacobsthal number.

Example:
def jacobsthal_num(n):
"
226,227,"একটি ফাংশন লিখুন যাতে টুপল তালিকা থেকে সর্বনিম্ন k রেকর্ড পাওয়া যায়।
Exammple:
min_k(lst, n)","def min_k(lst, n):
    return sorted(lst, key=lambda x: x[1])[:n]
","""[\""assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]\"", \""assert min_k([('Sanjeev', 11), ('Angat', 5), ('Akash', 3), ('Nepin', 9)], 3) == [('Akash', 3), ('Angat', 5), ('Nepin', 9)]\"", \""assert min_k([('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1) == [('Ayesha', 9)]\""]""","Write a function to get the smallest k records from a list of tuples.

Example:
def min_k(lst: list[tuple], k: int) -> list[tuple]:
"
227,228,"তিনটি তালিকা থেকে সাধারণ সূচক উপাদান খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
extract_index_list(lst, lst2, lst3)","def extract_index_list(lst, lst2, lst3):
    result = []
    min_len = min(len(lst), len(lst2), len(lst3))
    for i in range(min_len):
        if lst[i] == lst2[i] == lst3[i]:
            result.append(lst[i])
    return result
","""['assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]', 'assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 6, 5],[0, 1, 2, 3, 4, 6, 7])==[1, 6]', 'assert extract_index_list([1, 1, 3, 4, 6, 5, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 5]']""","Write a function to find the common index elements from three lists.

Example:
def extract_index_list(lst: list, lst2: list, lst3: list) -> list:
"
228,229,"একটি তালিকার দ্বিতীয় ক্ষুদ্রতম সংখ্যা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
second_smallest(lst)","def second_smallest(lst):
    unique = sorted(set(lst))
    if len(unique) < 2:
        return None
    return unique[1]
","""['assert second_smallest([1, 2, -8, -2, 0, -2])==-2', 'assert second_smallest([1, 1, -0.5, 0, 2, -2, -2])==-0.5', 'assert second_smallest([2,2])==None']""","Write a function to find the second smallest number in a list.
Example:
def second_smallest(lst: list) -> int:
"
229,230,"একটি ফাংশন লিখুন যা একটি স্ট্রিংয়ের সাথে মিলে যায় যার মধ্যে একটি শূন্য বা একটি 'বি' থাকে।
Exammple:
text_match_zero_one(s)","def text_match_zero_one(s):
    if '0' in s or 'a' in s:
        return 'Found a match!'
    else:
        return 'Not matched!'
","""['assert text_match_zero_one(\""ac\"")==(\\'Found a match!\\')', 'assert text_match_zero_one(\""dc\"")==(\\'Not matched!\\')', 'assert text_match_zero_one(\""abbbba\"")==(\\'Found a match!\\')']""","Write a function that matches a string containing a zero or a 'b'.

Example:

def text_match_zero_one(s: str) -> bool:
"
230,231,"প্রদত্ত স্ট্রিং তালিকায় বিপরীত স্ট্রিংগুলির জোড়া গণনা করার জন্য একটি ফাংশন লিখুন।
Exammple:
count_reverse_pairs(lst)","def count_reverse_pairs(lst):
    count = 0
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if lst[i][::-1] == lst[j]:
                count += 1
    return str(count)
","""['assert count_reverse_pairs([\""julia\"", \""best\"", \""tseb\"", \""for\"", \""ailuj\""])== \\'2\\'', 'assert count_reverse_pairs([\""geeks\"", \""best\"", \""for\"", \""skeeg\""]) == \\'1\\'', 'assert count_reverse_pairs([\""makes\"", \""best\"", \""sekam\"", \""for\"", \""rof\""]) == \\'2\\' ']""","Write a function to count the number of pairs of reversed strings in a given list of strings.
Example:
count_reverse_pairs(lst: list[str]) -> int:
"
231,232,"একটি তালিকার মধ্যে অনন্য তালিকার সংখ্যা গণনা করার জন্য একটি ফাংশন লিখুন।
Exammple:
unique_sublists(lst)","def unique_sublists(lst):
    counts = {}
    for sublist in lst:
        key = tuple(sublist)
        counts[key] = counts.get(key, 0) + 1
    return counts
","""['assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}', \""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}\"", 'assert unique_sublists([[10, 20, 30, 40], [60, 70, 50, 50], [90, 100, 200]])=={(10, 20, 30, 40): 1, (60, 70, 50, 50): 1, (90, 100, 200): 1}']""","Write a function to count the number of unique sublists within a given list.
Example:
def unique_sublists(lst: list[list]) -> int:
"
232,233,"একটি ফাংশন লিখুন যা 2 এর নির্ভুলতার সাথে একটি দশমিক পরীক্ষা করে।
Exammple:
is_decimal(s)","import re

def is_decimal(s):
    return re.fullmatch('^[+-]?(\\d+\\.\\d{2}|\\.\\d{2})$', s) is not None
","""[\""assert is_decimal('123.11')==True\"", \""assert is_decimal('e666.86')==False\"", \""assert is_decimal('3.124587')==False\""]""","Write a function that checks if a string represents a decimal number with a precision of 2.

Example:

is_decimal(s: str) -> bool:
"
233,234,"একটি অ্যারেতে শুধুমাত্র একটি পৃথক উপাদান আছে কিনা তা পরীক্ষা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
unique_Element(lst, n)","def unique_Element(lst, n):
    if not lst:
        return 'NO'
    first = lst[0]
    for elem in lst:
        if elem != first:
            return 'NO'
    return 'YES'
","""[\""assert unique_Element([1,1,1],3) == 'YES'\"", \""assert unique_Element([1,2,1,2],4) == 'NO'\"", \""assert unique_Element([1,2,3,4,5],5) == 'NO'\""]""","Write a Python function to check if an array has only one distinct element.

Example:
unique_Element(lst: list, n: int)
"
234,235,"একটি কোণের আর্ক দৈর্ঘ্য গণনা করার জন্য একটি ফাংশন লিখুন।
Exammple:
arc_length(n, n2)","def arc_length(radius, angle):
    if angle > 360:
        return None
    return radius * angle * 22.0 / (7 * 360)

","""['assert arc_length(9,45)==3.5357142857142856', 'assert arc_length(9,480)==None', 'assert arc_length(5,270)==11.785714285714285']""","Write a function to calculate the arc length of an angle.
Example:
```python
def arc_length(radius, angle):
```
"
235,236,"একটি ফাংশন লিখুন যা দিয়ে পরীক্ষা করা যায় যে, প্রদত্ত মাসের সংখ্যাটিতে ৩০ দিন আছে কি না।
Exammple:
check_monthnumber_number(n)","def check_monthnumber_number(n):
    return n in {4, 6, 9, 11}
","""['assert check_monthnumber_number(6)==True', 'assert check_monthnumber_number(2)==False', 'assert check_monthnumber_number(12)==False']""","Write a function to check if a given month number has 30 days.

Example:
def check_monthnumber_number(n: int) -> bool:
"
236,237,"একটি প্রদত্ত অ্যারেতে যে কোন দুটি উপাদানের মধ্যে সর্বনিম্ন পার্থক্য খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
find_Min_Diff(tup, n)","def find_Min_Diff(tup, n):
    sorted_t = sorted(tup)
    min_diff = float('inf')
    for i in range(len(sorted_t) - 1):
        diff = sorted_t[i + 1] - sorted_t[i]
        if diff < min_diff:
            min_diff = diff
    return min_diff
","""['assert find_Min_Diff((1,5,3,19,18,25),6) == 1', 'assert find_Min_Diff((4,3,2,6),4) == 1', 'assert find_Min_Diff((30,5,20,9),4) == 4']""","Write a Python function to find the minimum difference between any two elements in a given array.

Example:

find_Min_Diff(arr: list[int], n: int) -> int
"
237,238,"একটি প্রদত্ত স্ট্রিং-এ সংখ্যাসূচক মান গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
number_ctr(s)","def number_ctr(s):
    return sum((1 for c in s if c.isdigit()))
","""[\""assert number_ctr('program2bedone') == 1\"", \""assert number_ctr('3wonders') ==1\"", \""assert number_ctr('123') == 3\""]""","Write a Python function to count the number of numerical values in a given string.
Example:
def number_ctr(s: str) -> int:
"
238,239,"nth বিনয়ী সংখ্যা খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
is_polite(n)","def is_polite(n):
    count = 0
    current = 3
    while True:
        if current & current - 1 != 0:
            count += 1
            if count == n:
                return current
        current += 1
","""['assert is_polite(7) == 11', 'assert is_polite(4) == 7', 'assert is_polite(9) == 13']""","Write a function to find the nth polite number.

Example:
is_polite(n: int) -> bool
"
239,240,"একটি প্রদত্ত তালিকার সমস্ত পরপর আইটেম জুড়ি উপর পুনরাবৃত্তি করার জন্য একটি ফাংশন লিখুন।
Exammple:
pair_wise(lst)","def pair_wise(lst):
    return list(zip(lst, lst[1:]))
","""['assert pair_wise([1,1,2,3,3,4,4,5])==[(1, 1), (1, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5)]', 'assert pair_wise([1,5,7,9,10])==[(1, 5), (5, 7), (7, 9), (9, 10)]', 'assert pair_wise([1,2,3,4,5,6,7,8,9,10])==[(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]']""","Write a function to iterate over all consecutive pairs of items in a given list.

Example:
def pair_wise(lst: list):
"
240,241,"একটি পাইথন ফাংশন লিখুন যাতে জোড়ার সংখ্যা গণনা করা যায় যার যোগফল sum এর সমান।
Exammple:
get_Pairs_Count(lst, n, n2)","def get_Pairs_Count(lst, n, n2):
    count = 0
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if lst[i] + lst[j] == n2:
                count += 1
    return count
","""['assert get_Pairs_Count([1,1,1,1],4,2) == 6', 'assert get_Pairs_Count([1,5,7,-1,5],5,6) == 3', 'assert get_Pairs_Count([1,-2,3],3,1) == 1']""","Write a Python function to count the number of pairs in a list whose sum is equal to a given target value.

Example:
get_Pairs_Count(lst, n, sum)
"
241,242,"একটি প্রদত্ত সংখ্যার অদ্ভুত সমতা পরীক্ষা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
check_Odd_Parity(n)","def check_Odd_Parity(n):
    return bin(n).count('1') % 2 == 1
","""['assert check_Odd_Parity(13) == True', 'assert check_Odd_Parity(21) == True', 'assert check_Odd_Parity(18) == False']""","Write a Python function to check the odd parity of a given number.

Example:

def check_Odd_Parity(n):
"
242,243,"দুটি তালিকার মধ্যে পার্থক্য পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
Diff(lst, lst2)","def Diff(lst, lst2):
    part1 = [x for x in lst if x not in lst2]
    part2 = [x for x in lst2 if x not in lst]
    return part1 + part2

","""['assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]', 'assert (Diff([1,2,3,4,5], [6,7,1])) == [2,3,4,5,6,7]', 'assert (Diff([1,2,3], [6,7,1])) == [2,3,6,7]']""","Write a Python function to get the difference between two lists.

Example:
```python
def diff(lst: list, lst2: list) -> list:
```
"
243,244,"প্রথম n অদ্ভুত প্রাকৃতিক সংখ্যার চতুর্থ ক্ষমতার যোগফল খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
odd_Num_Sum(n)","def odd_Num_Sum(n):
    total = 0
    for i in range(1, n + 1):
        total += (2 * i - 1) ** 4
    return total
","""['assert odd_Num_Sum(2) == 82', 'assert odd_Num_Sum(3) == 707', 'assert odd_Num_Sum(4) == 3108']""","Write a Python function to find the sum of the fourth powers of the first n odd natural numbers.

Example:
def odd_Num_Sum(n):
"
244,245,"প্রদত্ত এক্সপ্রেশনটি ভারসাম্যপূর্ণ কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন।
Exammple:
check_expression(s)","def check_expression(s):
    stack = []
    closing = {')': '(', ']': '[', '}': '{'}
    opening = {'(', '[', '{'}
    for char in s:
        if char in opening:
            stack.append(char)
        elif char in closing:
            if not stack:
                return False
            if stack.pop() != closing[char]:
                return False
    return len(stack) == 0
","""['assert check_expression(\""{()}[{}]\"") == True', 'assert check_expression(\""{()}[{]\"") == False', 'assert check_expression(\""{()}[{}][]({})\"") == True']""","Write a function to check if a given expression is balanced.
Example:
def check_expression(s: str) -> bool:
"
245,246,"একটি ফাংশন লিখুন যা প্রদত্ত স্ট্রিংয়ের k দৈর্ঘ্যের সমস্ত শব্দকে সরিয়ে দেয়।
Exammple:
remove_length(s, n)","def remove_length(s, n):
    words = s.split()
    filtered = [word for word in words if len(word) != n]
    return ' '.join(filtered)
","""[\""assert remove_length('The person is most value tet', 3) == 'person is most value'\"", \""assert remove_length('If you told me about this ok', 4) == 'If you me about ok'\"", \""assert remove_length('Forces of darkeness is come into the play', 4) == 'Forces of darkeness is the'\""]""","Write a function that removes all words of length k from a given string.

Example:
remove_length(s: str, k: int)
"
246,247,"একটি স্ট্রিংয়ের মধ্যে সাবস্ট্রিংয়ের উপস্থিতি এবং অবস্থান খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
occurance_substring(s, s2)","def occurance_substring(s, s2):
    start = s.find(s2)
    if start == -1:
        return None
    end = start + len(s2)
    return (s2, start, end)
","""[\""assert occurance_substring('python programming, python language','python')==('python', 0, 6)\"", \""assert occurance_substring('python programming,programming language','programming')==('programming', 7, 18)\"", \""assert occurance_substring('python programming,programming language','language')==('language', 31, 39)\""]""","Write a function to find the occurrences and positions of a substring within a string.

Example:
`occurance_substring(s: str, s2: str)`
"
247,248,"স্ট্রিংটি বৈধ ইমেইল ঠিকানা কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন অথবা রেজেক্স ব্যবহার করবেন না।
Exammple:
check_email(s)","def check_email(s):
    if s.count('@') != 1:
        return 'Invalid Email'
    local, domain = s.split('@')
    if not local or not domain:
        return 'Invalid Email'
    if '.' not in domain:
        return 'Invalid Email'
    if domain[0] == '.' or domain[-1] == '.':
        return 'Invalid Email'
    return 'Valid Email'
","""['assert check_email(\""ankitrai326@gmail.com\"") == \\'Valid Email\\'', 'assert check_email(\""my.ownsite@ourearth.org\"") == \\'Valid Email\\'', 'assert check_email(\""ankitaoie326.com\"") == \\'Invalid Email\\'']""","Write a function to check if a string is a valid email address without using regex.

Example:
def check_email(s: str) -> bool:
"
248,249,"একটি পাইথন ফাংশন লিখুন যা প্রতিটি অদ্ভুত সূচক প্রদত্ত তালিকার অদ্ভুত সংখ্যা ধারণ করে কিনা তা পরীক্ষা করে।
Exammple:
odd_position(lst)","def odd_position(lst):
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True
","""['assert odd_position([2,1,4,3,6,7,6,3]) == True', 'assert odd_position([4,1,2]) == True', 'assert odd_position([1,2,3]) == False']""","Write a Python function that checks if every odd index of a given list contains an odd number.

Example:

def odd_position(lst: list) -> bool:
"
249,250,"একটি ফাংশন লিখুন যাতে সেই অক্ষরগুলিকে গণনা করা যায় যার দেওয়া স্ট্রিংয়ের প্রতিবেশী স্বরবর্ণ রয়েছে।
Exammple:
count_vowels(s)","def count_vowels(s):
    vowels = {'a', 'e', 'i', 'o', 'u'}
    count = 0
    for i in range(len(s)):
        current = s[i].lower()
        if current not in vowels:
            left = s[i - 1].lower() if i > 0 else None
            right = s[i + 1].lower() if i < len(s) - 1 else None
            if left in vowels or right in vowels:
                count += 1
    return count
","""[\""assert count_vowels('bestinstareels') == 7\"", \""assert count_vowels('partofthejourneyistheend') == 12\"", \""assert count_vowels('amazonprime') == 5\""]""","Write a function to count the number of characters in a given string that have neighboring vowels.

Example:

```python
def count_vowels(s: str) -> int:
```
"
250,251,"একটি প্রদত্ত অ্যারেতে পুনরাবৃত্তি না হওয়া উপাদানগুলির যোগফল খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
find_Sum(lst, n)","from collections import Counter

def find_Sum(lst, n):
    counts = Counter(lst)
    total = sum(lst)
    for num, cnt in counts.items():
        total -= (cnt - 1) * num
    return total
","""['assert find_Sum([1,2,3,1,1,4,5,6],8) == 21', 'assert find_Sum([1,10,9,4,2,10,10,45,4],9) == 71', 'assert find_Sum([12,10,9,45,2,10,10,45,10],9) == 78']""","Write a Python function to find the sum of the non-repeating elements in a given array.

Example:
find_Sum(lst: list[int], n: int)
"
251,252,"একটি প্রদত্ত তালিকার উপাদানগুলির পরপর ডুপ্লিকেটগুলিকে উপ-তালিকাগুলিতে প্যাক করার জন্য একটি ফাংশন লিখুন।
Exammple:
pack_consecutive_duplicates(lst)","def pack_consecutive_duplicates(lst):
    if not lst:
        return []
    result = [[lst[0]]]
    for elem in lst[1:]:
        if elem == result[-1][-1]:
            result[-1].append(elem)
        else:
            result.append([elem])
    return result
","""['assert pack_consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])==[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]', 'assert pack_consecutive_duplicates([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10])==[[10, 10], [15], [19], [18, 18], [17], [26, 26], [17], [18], [10]]', \""assert pack_consecutive_duplicates(['a', 'a', 'b', 'c', 'd', 'd'])==[['a', 'a'], ['b'], ['c'], ['d', 'd']]\""]""","Write a function to pack consecutive duplicates of elements from a given list into sublists.

Example:
def pack_consecutive_duplicates(lst: list) -> list:
"
252,253,"একটি তালিকার মধ্যে অনন্য তালিকার সংখ্যা গণনা করার জন্য একটি ফাংশন লিখুন।
Exammple:
unique_sublists(lst)","def unique_sublists(lst):
    counts = {}
    for sublist in lst:
        key = tuple(sublist)
        counts[key] = counts.get(key, 0) + 1
    return counts
","""['assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]])=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}', \""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}\"", 'assert unique_sublists([[1, 2], [3, 4], [4, 5], [6, 7]])=={(1, 2): 1, (3, 4): 1, (4, 5): 1, (6, 7): 1}']""","Write a function to count the number of unique sublists within a list.

Example:
def unique_sublists(lst: list) -> int:
"
253,254,"প্রদত্ত টিপল তালিকায় টিপল সহ সমষ্টিগুলির সমন্বয় খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
find_combinations(lst)","def find_combinations(lst):
    result = []
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            a = lst[i]
            b = lst[j]
            sum_first = a[0] + b[0]
            sum_second = a[1] + b[1]
            result.append((sum_first, sum_second))
    return result
","""['assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]', 'assert find_combinations([(3, 5), (7, 8), (6, 2), (7, 11)]) == [(10, 13), (9, 7), (10, 16), (13, 10), (14, 19), (13, 13)]', 'assert find_combinations([(4, 6), (8, 9), (7, 3), (8, 12)]) == [(12, 15), (11, 9), (12, 18), (15, 12), (16, 21), (15, 15)]']""","Write a function to find combinations of sums with tuples in a given list of tuples.

Example:

```python
def find_combinations(lst: list[tuple]) -> list[tuple]:
    # Implementation here
    pass
```
"
254,255,"একটি পাইথন ফাংশন লিখুন যাচাই করতে হবে যে বিভাজক সংখ্যাটি জোড়া বা অজোড়া কিনা।
Exammple:
count_Divisors(n)","import math

def count_Divisors(n):
    sqrt_n = math.isqrt(n)
    return 'Odd' if sqrt_n * sqrt_n == n else 'Even'
","""['assert count_Divisors(10) == \""Even\""', 'assert count_Divisors(100) == \""Odd\""', 'assert count_Divisors(125) == \""Even\""']""","Write a Python function to verify whether the number of divisors of a given number is even or odd.

Example:

```python
def count_Divisors(n):
```
"
255,256,"সমস্ত অদ্ভুত দৈর্ঘ্যের উপ-রেগুলির যোগফল খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
Odd_Length_Sum(lst)","def Odd_Length_Sum(lst):
    total = 0
    n = len(lst)
    max_length = n if n % 2 else n - 1
    for l in range(1, max_length + 1, 2):
        for i in range(n - l + 1):
            total += sum(lst[i:i + l])
    return total
","""['assert Odd_Length_Sum([1,2,4]) == 14', 'assert Odd_Length_Sum([1,2,1,2]) == 15', 'assert Odd_Length_Sum([1,7]) == 8']""","Write a Python function to find the sum of all odd-length subarrays.

Example:
def odd_length_sum(lst: list[int]) -> int:
"
256,257,"একটি ফাংশন লিখুন যা rgb রঙকে hsv রঙে রূপান্তর করে।
Exammple:
rgb_to_hsv(n, n2, n3)","def rgb_to_hsv(n, n2, n3):
    original_r = n
    original_g = n2
    original_b = n3
    r = original_r / 255.0
    g = original_g / 255.0
    b = original_b / 255.0
    cmax = max(r, g, b)
    cmin = min(r, g, b)
    delta = cmax - cmin
    max_val = max(original_r, original_g, original_b)
    if delta == 0:
        h = 0.0
    else:
        if original_r == max_val:
            h_part = (g - b) / delta
        elif original_g == max_val:
            h_part = (b - r) / delta
        else:
            h_part = (r - g) / delta
        if original_r == max_val:
            h = h_part % 6
        elif original_g == max_val:
            h = h_part + 2
        else:
            h = h_part + 4
        h *= 60
        h %= 360.0
    if cmax == 0:
        s = 0.0
    else:
        s = delta / cmax * 100
    v = cmax * 100
    return (h, s, v)
","""['assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)', 'assert rgb_to_hsv(0, 215, 0)==(120.0, 100.0, 84.31372549019608)', 'assert rgb_to_hsv(10, 215, 110)==(149.26829268292684, 95.34883720930233, 84.31372549019608)']""","Write a function that converts an RGB color to an HSV color.

Example:

rgb_to_hsv(r, g, b)
"
